city,Temperature (°C),Humidity (%),Weather Condition
Rāmjībanpur,21.22,75,broken clouds
Pandharpur,27.7,25,clear sky
Narwar,23.63,19,clear sky
Nārnaund,19.3,19,clear sky
Nalhāti,22.18,61,overcast clouds
Kishangarh,20.47,23,clear sky
Kathāra,22.52,18,clear sky
Kārkala,26.9,82,few clouds
Jahānābād,17.73,18,clear sky
Gingee,24.99,85,clear sky
Cuncolim,27.94,64,clear sky
Chirgaon,23.69,18,clear sky
Bhāyāvadar,24.55,61,clear sky
Aruvankad,11.61,87,scattered clouds
Jorethang,17.12,77,overcast clouds
Pitampura,20.06,60,haze
Ramanayyapeta,22.34,89,clear sky
Wādi,30.61,35,broken clouds
Tarakeswar,21.43,71,overcast clouds
Sohāwal,23.03,25,scattered clouds
Sholinghur,24.44,87,clear sky
Safīpur,21.89,17,clear sky
Renigunta,23.81,86,clear sky
Rāmban,10.95,54,clear sky
Muhammadābād,21.86,13,clear sky
Mowād,25.62,17,few clouds
Māvelikara,25.53,89,scattered clouds
Mali and Munjeri,23.48,38,clear sky
Malappuram,27.09,89,few clouds
Machilīpatnam,25.57,78,clear sky
Kodarmā,20.22,83,overcast clouds
Kampil,21.49,13,few clouds
Kadambūr,27.02,76,overcast clouds
Dūngarpur,25.35,20,clear sky
Dharapuram,26.2,72,clear sky
Deoraniān,18.32,18,clear sky
Daryāpur,26.68,19,clear sky
Chēlakara,25.42,91,clear sky
Chās,20.54,81,broken clouds
Alībāg,25.89,61,clear sky
Canacona,25.36,64,clear sky
Shorāpur,29.77,36,scattered clouds
Rāhatgarh,23.33,20,clear sky
Nidadavole,22.89,87,clear sky
Moth,24.04,17,clear sky
Kāmākhyānagar,23.52,80,broken clouds
Hālol,25.38,23,clear sky
Godda,22.26,62,overcast clouds
Gadhada,26.56,32,clear sky
Darlawn,16.67,70,overcast clouds
Chāndor,21.86,28,clear sky
Bijnor,18.0,20,clear sky
Barkā Kānā,20.1,86,broken clouds
Barjora,20.75,79,broken clouds
Abirāmam,27.83,75,broken clouds
Auroville,26.81,79,clear sky
Thākurganj,18.89,75,overcast clouds
Sumbal,7.35,41,clear sky
Shillong,12.98,79,overcast clouds
Shāhjānpur,20.48,13,clear sky
Sāngola,28.11,22,clear sky
Nūh,21.43,18,clear sky
Nandgaon,22.42,16,overcast clouds
Margherita,20.33,62,overcast clouds
Jahāngīrābād,20.03,18,few clouds
Fatehpur,21.23,17,clear sky
Ernākulam,25.99,87,overcast clouds
Balod,25.25,57,broken clouds
Andol,25.64,55,few clouds
Dhulagari,21.94,62,scattered clouds
Navi Mumbai,25.97,73,haze
Suriānwān,21.7,52,clear sky
Rājgarh,24.06,21,clear sky
Penukonda,26.62,52,clear sky
Pālakollu,22.85,86,clear sky
Nanjangūd,25.31,65,clear sky
Māndleshwar,26.8,19,clear sky
Kot Kapūra,16.07,26,clear sky
Kondotty,27.28,89,few clouds
Kalpatta,20.75,99,few clouds
Jhūsi,22.51,45,clear sky
Jāmuria,20.93,81,overcast clouds
Gobichettipalayam,27.84,70,clear sky
Dugadda,15.49,24,clear sky
Chinna Salem,25.67,81,clear sky
Chidambaram,27.01,79,clear sky
Kīl Bhuvanagiri,26.83,80,clear sky
Bāgalūr,23.34,79,clear sky
Tindwāri,23.72,18,clear sky
Telhāra,27.25,18,clear sky
Shāhi,18.91,16,clear sky
Sarāhan,6.56,61,overcast clouds
Pupri,20.43,84,clear sky
Pandhāna,25.23,22,clear sky
Malkera,21.37,79,overcast clouds
Kotma,19.51,74,clear sky
Kopāganj,20.51,70,clear sky
Karīmpur,21.53,70,overcast clouds
Kākora,20.73,14,few clouds
Hānsi,20.45,19,clear sky
Haldaur,18.17,19,clear sky
Dangrawari,23.88,87,clear sky
Connaught Place,20.06,60,haze
Bengaluru,23.6,76,clear sky
Bābai,23.92,19,clear sky
Alīganj,21.53,14,few clouds
Rāmnagar,21.97,65,scattered clouds
Vellānūr,28.29,83,few clouds
Birpara,19.26,77,overcast clouds
Sini,21.33,78,overcast clouds
Rajapalaiyam,26.83,78,scattered clouds
Rājahmundry,22.54,88,clear sky
Patnāgarh,27.49,35,overcast clouds
Pandua,21.41,72,overcast clouds
Pālghāt,25.83,84,clear sky
Nangavalli,26.79,67,clear sky
Nāgasari,24.04,81,clear sky
Lormi,21.14,63,scattered clouds
Lalgudi,28.18,89,mist
Kharod,23.57,54,broken clouds
Khambhāt,26.68,35,clear sky
Honāvar,25.24,75,clear sky
Gīdam,21.45,64,broken clouds
Ganjām,25.6,82,broken clouds
Ferokh,27.58,89,few clouds
Diju,19.72,68,overcast clouds
Champawat,8.81,25,clear sky
Begowāl,15.94,33,clear sky
Banihāl,6.16,62,clear sky
Anamalais,24.88,81,few clouds
Vazhuthacaud,28.8,79,mist
Parbhani,26.99,22,clear sky
Makhu,16.21,32,clear sky
Keshod,24.1,45,clear sky
Jobat,25.39,20,clear sky
Jayamkondacholapuram,25.47,86,clear sky
Gariāband,24.01,61,overcast clouds
Brājarājnagar,22.44,69,overcast clouds
Bhātāpāra,24.76,46,broken clouds
Barwara,23.99,18,clear sky
Anthiyur,27.74,76,clear sky
Topchānchi,20.54,83,light rain
Todabhim,23.22,16,scattered clouds
Sūlūru,24.56,88,clear sky
Nīlgiri,21.78,76,broken clouds
Narendranagar,14.34,38,clear sky
Mysore,24.54,67,clear sky
Bishunpur Urf Mahārājganj,21.01,47,clear sky
Korwai,23.7,20,clear sky
Kishanpur,23.05,18,clear sky
Kāttupputtūr,26.42,76,clear sky
Fatehpur Chaurāsi,21.93,17,clear sky
Dhanbād,21.01,79,overcast clouds
Chūru,23.77,16,clear sky
Chanduasi,19.73,16,clear sky
Betūl,22.8,19,clear sky
Barela,23.4,36,clear sky
Bāntva,24.66,54,clear sky
Arcot,24.43,86,clear sky
Terdāl,25.36,33,clear sky
Thenkasi,25.52,84,few clouds
Supaul,20.22,82,overcast clouds
Sāsni,21.4,17,overcast clouds
Rāmpura,22.71,18,clear sky
Closepet,24.59,57,clear sky
Rājgarh,8.64,42,clear sky
Pūndri,17.65,22,clear sky
Piploda,24.24,22,clear sky
Pilibangan,20.42,21,clear sky
Merta,22.97,21,clear sky
Khekra,20.5,18,clear sky
Kattivākkam,28.4,78,clear sky
Jatāra,24.1,18,clear sky
Ghanaur,18.38,23,clear sky
Fīrozābād,22.62,14,scattered clouds
Dorāha,16.49,27,clear sky
Chilakalūrupet,24.72,83,clear sky
Chandrakona,21.19,76,scattered clouds
Bada Barabīl,20.77,86,overcast clouds
Āsika,22.47,81,scattered clouds
Āmli,23.73,66,clear sky
Yavatmāl,25.8,23,clear sky
Virpur,26.19,22,clear sky
Sikandarpur,20.01,74,clear sky
Siddipet,25.85,55,broken clouds
Sāsvad,22.82,35,clear sky
Rānikhet,9.05,29,clear sky
Pratāpgarh,23.81,22,clear sky
Pokaran,24.63,17,clear sky
Pipili,23.19,78,mist
Pālam,20.02,60,haze
Nilakottai,25.57,83,clear sky
Nāzirā,23.52,41,overcast clouds
Nanguneri,26.16,81,overcast clouds
Manthani,27.27,57,overcast clouds
Mahudha,25.28,22,clear sky
Mahmūdnagar,20.0,17,clear sky
Limbdi,28.06,18,clear sky
Lāsalgaon,23.15,29,clear sky
Kyelang,-18.34,83,broken clouds
Kathua,17.35,39,clear sky
Hoskote,24.37,72,few clouds
Guntakal Junction,27.5,48,clear sky
Ghosī,20.33,71,clear sky
Desuri,24.2,21,clear sky
Coondapoor,25.41,74,clear sky
Chittūr,25.3,87,clear sky
Bisenda Buzurg,23.99,17,clear sky
Bhādāsar,22.97,18,clear sky
Bāsār,15.86,74,overcast clouds
Ammāpettai,25.61,90,few clouds
Gaddi Annaram,24.79,64,broken clouds
Barpeta Road,20.7,74,overcast clouds
Udalguri,19.08,76,overcast clouds
Srīrāmnagar,24.29,64,broken clouds
Sopur,5.92,46,clear sky
Solāpur,29.65,18,clear sky
Shirpur,27.43,24,clear sky
Ponnampet,20.48,95,clear sky
Pīpalkoti,8.34,36,clear sky
Pāthardih,21.25,79,overcast clouds
Mon,19.12,48,overcast clouds
Mokokchūng,16.64,63,overcast clouds
Melur,26.63,77,clear sky
Kottayam,24.88,94,broken clouds
Korāput,22.24,40,clear sky
Elāyirampannai,27.13,76,broken clouds
Dīdwāna,21.17,17,clear sky
Dhāmpur,18.47,19,clear sky
Bīkaner,22.99,17,clear sky
Virudunagar,27.22,74,scattered clouds
Tikaitnagar,21.88,18,clear sky
Rāmpura,16.6,25,clear sky
Puttūr,23.38,92,clear sky
Pataudi,20.62,18,clear sky
Nārāyanavanam,23.55,92,clear sky
Emmiganūr,27.61,55,clear sky
Burla,24.33,51,overcast clouds
Baidyabāti,21.95,83,haze
Tāl,25.0,21,clear sky
Manavālakurichi,27.14,90,scattered clouds
Lohaghāt,7.88,27,clear sky
Kotapārh,21.78,53,broken clouds
Kizhake Chālakudi,25.98,89,mist
Kāla,23.29,34,scattered clouds
Ellore,23.27,87,clear sky
Dīnhāta,20.85,75,overcast clouds
Dabhaura,23.65,25,clear sky
Baddi,18.14,28,clear sky
Udupi,25.38,75,clear sky
Trāl,5.65,38,clear sky
Titron,17.5,21,clear sky
Thānesar,18.07,23,clear sky
Seram,30.09,36,broken clouds
Rāy,20.02,82,overcast clouds
Pusad,26.97,21,clear sky
Pulwama,6.9,45,clear sky
Ozar,22.32,33,clear sky
Marakkanam,27.33,78,clear sky
Lāwar Khās,19.67,17,clear sky
Khāpa,25.32,21,few clouds
Jaggayyapeta,24.91,80,clear sky
Hodal,22.02,17,broken clouds
Hingoli,26.66,22,clear sky
Eral,27.41,77,overcast clouds
Doiwāla,17.49,35,clear sky
Dīsa,24.61,26,clear sky
Chikhli,24.74,21,clear sky
Birūr,23.53,70,clear sky
Bhowali,11.1,21,clear sky
Bāli Chak,20.87,81,broken clouds
Baj Baj,23.34,60,scattered clouds
Baharampur,20.87,75,overcast clouds
Atarra,24.02,18,clear sky
Amarpur,22.82,52,overcast clouds
Alūr,21.02,81,scattered clouds
Valabhīpur,26.69,37,clear sky
Sorab,22.66,65,scattered clouds
Silao,20.18,80,scattered clouds
Rajpur,26.55,23,clear sky
Phulbāni,23.35,39,overcast clouds
Mhasla,23.75,67,clear sky
Mehnagar,20.78,67,clear sky
Mārāndahalli,20.38,100,clear sky
Lalitpur,22.62,20,clear sky
Kawardha,22.6,48,scattered clouds
State of Himāchal Pradesh,8.94,56,clear sky
Dibai,20.46,17,broken clouds
Asarganj,22.25,67,overcast clouds
Sirsi,21.14,72,clear sky
Shāhābād,19.23,16,clear sky
Salem,24.67,82,clear sky
Rusera,20.29,79,scattered clouds
Pānihāti,21.97,83,haze
Mettuppālaiyam,25.6,80,clear sky
Mākum,21.63,53,overcast clouds
Lālganj,21.12,79,clear sky
Karmāla,27.32,28,clear sky
Jodhpur,24.46,64,clear sky
Canning,23.18,61,clear sky
Bulandshahr,20.06,19,clear sky
Bārmer,23.57,18,clear sky
Baldev,21.49,16,overcast clouds
Balāngīr,26.41,28,overcast clouds
Rām Dās,15.69,33,clear sky
Rādhākund,22.12,16,overcast clouds
Pātan,24.49,58,broken clouds
Nandigāma,24.7,81,clear sky
Nakūr,17.71,22,clear sky
Kurgunta,29.91,37,overcast clouds
Kovilpatti,27.07,76,broken clouds
Khudāganj,20.05,14,clear sky
Kāranja,25.88,21,clear sky
Ghoti Budrukh,22.19,32,clear sky
Chāndūr Bāzār,25.83,18,clear sky
Mumbai,25.99,73,haze
Bhusāval,26.8,20,clear sky
Bayāna,22.89,16,broken clouds
Bānswāda,27.17,51,few clouds
Almora,11.0,31,clear sky
Ahiri,26.98,63,broken clouds
Thang,-17.55,77,clear sky
Tājpur,18.35,19,clear sky
Shāntipur,20.73,79,overcast clouds
Shāhpur,30.67,35,broken clouds
Remuna,21.54,76,broken clouds
Kayattār,27.2,76,overcast clouds
Kāvali,25.9,81,clear sky
Kanpur,22.08,18,clear sky
Kankauli,22.04,62,clear sky
Jaleshwar,20.82,80,few clouds
Ghumārwīn,15.09,38,clear sky
Durgāpur,28.34,49,overcast clouds
Chāmpua,21.46,83,broken clouds
Bodināyakkanūr,24.23,89,clear sky
Belūr,20.82,86,scattered clouds
Basni,24.31,16,clear sky
Solap,22.69,64,clear sky
Wanparti,26.59,57,scattered clouds
Tindivanam,25.49,84,clear sky
Shikārpur,22.91,68,scattered clouds
Sahaswān,20.2,16,clear sky
Piriyāpatna,21.79,84,clear sky
Naya Bāzār,14.53,74,overcast clouds
Manglaur,17.75,26,clear sky
Kasrāwad,26.83,19,clear sky
Kānker,23.65,57,broken clouds
Hyderabad,24.73,64,broken clouds
Bhānder,23.56,18,clear sky
Bānda,24.18,17,clear sky
Badarpur,20.17,15,clear sky
Singāpur,25.6,53,clear sky
Yellandu,24.29,68,clear sky
Vadakku Viravanallur,27.19,76,broken clouds
Sāson,24.56,51,overcast clouds
Sangariā,19.28,21,clear sky
Pudukkottai,26.61,79,clear sky
Nattam,25.08,82,clear sky
Nasīrābād,22.19,22,clear sky
Mangan,16.1,67,overcast clouds
Manāli,-5.85,53,broken clouds
Māchhīwāra,16.84,27,clear sky
Jājpur,22.51,86,few clouds
Dhrol,25.56,56,clear sky
Bhandarej,21.2,19,scattered clouds
Benaulim,28.0,51,clear sky
Barnāla,16.79,25,clear sky
patamda,20.1,84,overcast clouds
Wāris Alīganj,21.21,73,overcast clouds
Sidhaulī,21.16,16,clear sky
Pipraich,20.14,49,clear sky
Pawai,24.16,19,clear sky
Musiri,26.24,77,clear sky
Mangalagiri,24.42,82,clear sky
Māndalgarh,22.29,22,scattered clouds
Kīranūr,25.92,69,clear sky
Keshorai Pātan,24.59,20,few clouds
Gudivāda,23.56,85,clear sky
Goyerkāta,18.82,82,overcast clouds
Goregaon,22.86,65,clear sky
Garhwa,19.84,83,broken clouds
Dumka,20.64,77,overcast clouds
Digboi,20.89,56,overcast clouds
Chāībāsa,21.45,80,overcast clouds
Anantnag,6.46,40,clear sky
Amarpātan,22.03,52,clear sky
Alot,25.02,21,clear sky
Wazīrganj,20.05,15,clear sky
Thiruthani,24.49,88,clear sky
Thāsra,24.51,25,clear sky
Shikārpūr,20.27,18,scattered clouds
Rasipuram,25.74,76,clear sky
Rājmahal,21.55,71,overcast clouds
Rāipur,16.34,41,clear sky
Ponnāni,27.5,82,clear sky
Pilāni,22.4,16,clear sky
Pārdi,24.88,71,clear sky
Māgām,7.24,46,clear sky
Lādwa,18.05,22,clear sky
Kurinjippādi,26.64,80,clear sky
Koch Bihār,20.72,76,overcast clouds
Kharakvasla,21.89,40,clear sky
Khailār,23.52,18,clear sky
Kekri,23.86,20,clear sky
Karād,24.01,34,scattered clouds
Jainpur,20.36,67,clear sky
Dubrājpur,20.67,83,overcast clouds
Bijapur,29.6,19,few clouds
Bānposh,21.08,80,broken clouds
Biria Mādhograh,23.15,18,clear sky
Warangal,26.41,55,broken clouds
Uravakonda,28.08,42,clear sky
Shimla,6.04,54,clear sky
Sihorā,22.23,48,clear sky
Puri,25.31,84,scattered clouds
Paramagudi,28.0,74,scattered clouds
Nādāpuram,25.59,83,clear sky
Machhlīshahr,21.52,52,clear sky
Lar,19.83,75,clear sky
Kuchaiburi,20.33,87,broken clouds
Konanūr,22.24,78,clear sky
Kātrās,21.2,80,overcast clouds
Karera,23.59,19,clear sky
Kaparwār,20.04,72,clear sky
Kādīpur,21.49,23,clear sky
Gomoh,20.65,82,light rain
State of Bihār,19.88,84,clear sky
Barpathār,20.62,70,overcast clouds
Athni,26.63,29,clear sky
Asīrgarh,25.25,21,clear sky
Arumbāvūr,25.5,82,clear sky
Ulhasnagar,25.13,47,clear sky
Simga,25.77,46,broken clouds
Pānsemāl,26.35,24,clear sky
Mallāpuram,24.11,78,clear sky
Mahārāganj,19.38,32,clear sky
Kallupatti,26.98,75,broken clouds
Gudāri,22.75,75,clear sky
Gāndarbal,7.75,36,clear sky
Deoria,19.72,73,clear sky
Bānka,22.02,67,overcast clouds
Akodia,23.68,22,clear sky
Sūrajgarh,21.91,16,clear sky
Shāhpura,23.98,21,clear sky
Robertsonpet,21.04,79,clear sky
Phalauda,18.56,18,clear sky
Nāgaur,24.58,16,clear sky
Mandasa,22.12,93,overcast clouds
Kharar,18.92,22,clear sky
Kailāshahar,22.42,58,overcast clouds
Jharol,22.21,24,clear sky
Jangipur,22.5,61,overcast clouds
Jangaon,24.44,67,clear sky
Jaithāri,24.69,22,clear sky
Ferozepore,16.21,24,clear sky
Chittaurgarh,22.29,22,clear sky
Amla,22.33,18,clear sky
Vedasandūr,25.78,78,clear sky
Trimbak,21.21,34,clear sky
Tālcher,23.56,85,overcast clouds
Tālbahat,23.68,18,clear sky
Shimoga,22.39,75,clear sky
Rāya,21.51,17,overcast clouds
Rāja Sānsi,17.99,72,mist
Purnia,19.55,84,overcast clouds
Pune,23.48,38,clear sky
Pārīchha,23.64,18,clear sky
Needamangalam,25.63,84,scattered clouds
Malakanagiri,23.14,51,clear sky
Kozhikode,23.96,95,few clouds
Kolār,21.41,78,clear sky
Khāndsa,20.05,60,haze
Khāmgaon,26.48,21,clear sky
Khamaria,22.86,36,clear sky
Katpur,24.65,71,clear sky
Karhal,21.91,15,scattered clouds
Jalesar,22.63,14,overcast clouds
Fatehpur Sīkri,22.28,16,broken clouds
Erumaippatti,26.27,75,clear sky
Dimāpur,19.07,79,overcast clouds
Chākuliā,21.85,77,broken clouds
Bharthana,22.28,15,clear sky
Somvārpet,18.86,87,clear sky
Sirsāganj,21.76,15,broken clouds
Sabāthu,13.95,35,clear sky
Pālitāna,26.05,41,clear sky
Paddhari,25.78,50,clear sky
Narwāna,17.18,22,clear sky
Mādugula,20.78,75,clear sky
Latur,27.04,21,clear sky
Kothāpet,27.64,54,broken clouds
Kesinga,27.99,23,overcast clouds
Kasauli,14.13,31,clear sky
Kāraikāl,27.01,79,broken clouds
Kadod,24.68,50,clear sky
Gurgaon,21.31,18,clear sky
Gogola,23.96,86,clear sky
Goālpāra,20.68,77,overcast clouds
Fatehpur,22.57,16,clear sky
Dindori,21.32,49,clear sky
Dera Gopipur,16.72,38,clear sky
Dasūya,16.76,34,clear sky
Chidawa,21.84,17,clear sky
Chīpurupalle,22.95,84,scattered clouds
Aurangābād,21.56,17,few clouds
Ambasamudram,26.72,80,scattered clouds
Talāja,25.72,41,clear sky
Simaria,22.57,45,clear sky
Samrāla,16.83,26,clear sky
Ratlām,24.84,21,clear sky
Pudūr,27.6,75,broken clouds
Lādnūn,22.13,17,clear sky
Khopoli,22.77,61,clear sky
Kānchrāpāra,21.55,69,overcast clouds
Jawāla Mukhi,14.57,35,clear sky
Hosakote,27.26,45,clear sky
Goshāinganj,21.53,18,clear sky
Dhone,26.02,63,few clouds
Chākan,22.64,40,clear sky
Bāgepalli,24.15,62,clear sky
Ambājogāi,26.79,20,clear sky
Gautam Budh Nagar,20.16,15,clear sky
Lumding Railway Colony,18.68,89,overcast clouds
Vīrarājendrapet,20.25,94,clear sky
Sivni,26.75,20,clear sky
Shāhpur,21.05,48,clear sky
Rāwatbhāta,24.1,20,few clouds
Rāni,23.49,22,clear sky
Odugattūr,22.68,88,clear sky
Laungowāl,17.12,24,clear sky
Kānkon,25.26,64,clear sky
Jewar,20.96,18,scattered clouds
Islāmpur,19.04,73,overcast clouds
Ichhāwar,23.37,23,clear sky
Gangāpur,23.12,17,clear sky
Gādarwāra,25.58,19,clear sky
Chunār,22.78,65,few clouds
Biaora,23.58,21,clear sky
Bhiwāni,20.33,19,clear sky
Betma,22.83,23,clear sky
Bāsoda,23.9,20,clear sky
Bakewar,22.22,16,clear sky
Annigeri,26.55,35,clear sky
Thāna Bhawan,17.44,20,clear sky
Sonepur,26.81,35,overcast clouds
Raxaul,19.71,78,clear sky
Pulivendla,27.28,58,clear sky
Pithora,25.51,49,overcast clouds
Pimpri,22.71,40,clear sky
Partūr,26.07,23,scattered clouds
French Rocks,24.09,69,clear sky
Niwāri,18.98,19,clear sky
Nichlaul,19.4,23,clear sky
Manihāri,20.95,77,overcast clouds
Mangalore,27.48,78,few clouds
Mandapam,28.66,78,clear sky
Mahārājganj,22.64,17,clear sky
Kerūr,26.68,29,clear sky
Kamalpur,22.35,58,overcast clouds
Jodiya Bandar,26.13,57,clear sky
Ghūra,23.91,19,clear sky
Ghansor,23.37,28,clear sky
Fatehābād,18.68,20,clear sky
Farīdpur,19.98,14,clear sky
Dhāna,23.12,20,clear sky
Bishnāh,16.72,38,clear sky
Bilsi,20.15,15,clear sky
Barpeta,21.74,70,overcast clouds
Bāli,21.98,83,haze
Ambāgarh Chauki,23.02,71,broken clouds
Alandur,28.51,82,few clouds
Verna,27.95,51,clear sky
Sainthia,20.9,80,overcast clouds
Rāybāg,24.7,34,clear sky
Ramanathapuram,28.42,74,scattered clouds
Rājgurunagar,22.7,39,clear sky
Pukhrāyān,23.06,17,clear sky
Palera,23.93,19,clear sky
Nahorkatiya,21.79,50,overcast clouds
Multai,22.94,17,clear sky
Māngrol,24.88,19,clear sky
Lansdowne,10.82,25,clear sky
Kheri,20.24,13,clear sky
Kharsia,24.53,47,overcast clouds
Kāveripatnam,23.68,78,clear sky
Kāmārhāti,21.99,83,haze
Junnar,21.37,37,clear sky
Irinjālakuda,25.94,91,broken clouds
Gharaunda,17.37,20,clear sky
Gangākher,28.24,20,clear sky
Dārjiling,9.64,82,overcast clouds
Colonelganj,21.54,18,clear sky
Coimbatore,25.78,71,clear sky
Bhīmunipatnam,26.73,78,clear sky
Belūr,23.11,90,clear sky
Mahiari,21.99,59,scattered clouds
Umarkot,22.94,57,overcast clouds
Shamsābād,22.15,16,scattered clouds
Pennāgaram,20.88,70,clear sky
Mukher,28.28,24,few clouds
Lakhtar,27.58,21,clear sky
Kāndla,27.14,33,clear sky
Gulbarga,31.31,23,broken clouds
Farah,21.69,16,overcast clouds
Dharmanagar,22.13,61,overcast clouds
Dandeli,22.72,50,clear sky
Chhala,26.78,26,clear sky
Bhābhru,19.91,17,clear sky
Anand,25.45,23,clear sky
Ambāh,21.57,18,scattered clouds
Krishnapur,21.97,83,haze
Wokha,12.92,71,broken clouds
Usilampatti,26.5,77,scattered clouds
Unnāo,22.1,17,clear sky
Tamlūk,21.7,70,few clouds
Sorbhog,20.8,74,overcast clouds
Revelganj,20.39,83,few clouds
Rāver,26.37,20,clear sky
Mawāna,19.17,18,clear sky
Ludhiāna,16.51,26,clear sky
Kodīnar,24.28,73,clear sky
Kaithal,17.88,22,clear sky
Kachhwa,19.99,69,clear sky
Jamnagar,25.59,53,clear sky
Ganj Murādābād,22.04,15,clear sky
Deoli,26.56,24,clear sky
Kannur,26.63,78,clear sky
Burhānpur,26.42,20,clear sky
Bhudgaon,25.26,32,clear sky
Barāgaon,23.68,18,clear sky
Bāra,23.24,46,clear sky
Arki,11.22,47,clear sky
Meria,21.59,69,overcast clouds
Vinukonda,24.69,83,clear sky
Sindgi,31.59,18,broken clouds
Saoner,25.45,21,few clouds
Sahār,22.27,16,overcast clouds
Patiāli,21.21,14,scattered clouds
Palle,21.47,61,clear sky
Nādbai,22.74,15,broken clouds
Muhammadābād,20.49,69,clear sky
Meghraj,26.31,21,clear sky
Mandapeta,22.57,89,clear sky
Kālpi,23.96,17,clear sky
Dohad,25.05,20,clear sky
Amānpur,21.07,15,scattered clouds
Ahwa,22.88,29,clear sky
Contai,21.57,75,clear sky
Soyībug,7.59,47,clear sky
Ujiārpur,19.94,83,clear sky
Tiruvannāmalai,24.94,80,clear sky
Sardulgarh,17.57,22,clear sky
Roorkee,17.9,28,clear sky
Rāmgarh,9.25,33,clear sky
Rājgarh,22.31,17,broken clouds
Mūl,27.22,56,overcast clouds
Katangi,26.03,38,broken clouds
Jalpāiguri,19.25,79,overcast clouds
Hīrākud,24.22,53,overcast clouds
Chorhat,22.42,59,clear sky
Bharwāri,22.83,25,clear sky
Angamāli,25.97,89,mist
Chinnachowk,26.21,70,clear sky
Shamshabad,24.06,64,broken clouds
Yanam,21.94,91,clear sky
Turuvekere,24.88,59,clear sky
Ponnamarāvati,26.26,78,clear sky
Podame,23.96,86,clear sky
Panvel,26.04,62,clear sky
Nalgonda,25.05,71,clear sky
Mehndāwal,20.11,19,clear sky
Lakshettipet,27.24,57,few clouds
Khilchipur,24.59,20,clear sky
Karauli,23.42,17,clear sky
Chītāpur,30.55,36,overcast clouds
Chikalthān,24.75,22,clear sky
Chhabra,24.85,19,clear sky
Chāndūr,26.81,19,clear sky
Visnagar,24.6,23,clear sky
Sītāmarhi,20.18,84,clear sky
Mallasamudram,26.63,70,clear sky
Lakhīmpur,19.98,13,clear sky
Khujner,24.09,21,clear sky
Kawānt,24.9,28,clear sky
Hastināpur,18.24,19,clear sky
Hanumāngarh,20.36,20,clear sky
Daboh,23.42,18,clear sky
Chettipālaiyam,25.54,75,clear sky
Mandideep,23.08,24,clear sky
Teghra,20.43,80,scattered clouds
Talwandi Bhai,15.72,29,clear sky
Sodpur,21.97,83,haze
Sakleshpur,19.79,89,scattered clouds
Rīngas,21.01,16,clear sky
Rāmpur,13.43,57,scattered clouds
State of Nāgāland,15.37,77,scattered clouds
Malpura,22.41,15,broken clouds
Lālgola,22.21,64,overcast clouds
Konganāpuram,27.49,68,clear sky
Katra,20.6,17,clear sky
Davangere,25.5,55,scattered clouds
Chittaranjan,20.67,83,overcast clouds
Bhor,22.51,38,clear sky
Behat,17.67,40,clear sky
Batoti,8.45,55,clear sky
Bakāpur,21.39,17,clear sky
Badarwās,23.73,19,clear sky
Technopark,28.76,79,mist
Tendūkheda,23.95,22,clear sky
Sakīt,21.4,14,scattered clouds
Patharia,24.13,19,clear sky
Naduvattam,14.89,80,clear sky
Mangawān,22.56,55,clear sky
Kānodar,24.14,23,clear sky
Harūr,23.34,85,clear sky
Chandia,21.55,55,clear sky
Bongaigaon,20.25,81,overcast clouds
Allāhganj,21.35,13,clear sky
Alīgarh,20.4,24,clear sky
Alangānallūr,26.63,79,clear sky
Aland,29.59,20,clear sky
Haldia,22.69,65,clear sky
Yādgīr,29.17,44,overcast clouds
Vikārābād,26.46,48,broken clouds
Vidisha,23.74,20,clear sky
Tiruvallur,28.19,88,clear sky
Theog,5.4,65,clear sky
Sisauli,17.68,20,clear sky
Sinor,26.0,31,clear sky
Silchar,21.61,70,overcast clouds
Reoti,20.28,81,scattered clouds
Rāpar,25.71,36,clear sky
Rāmpura,25.24,23,clear sky
Numāligarh,20.33,66,overcast clouds
Nangal,17.63,26,clear sky
Koppa,19.76,89,few clouds
Kanchipuram,24.71,86,clear sky
Kamuthi,27.82,75,broken clouds
Jamūī,21.04,75,scattered clouds
Gevrai,25.96,23,scattered clouds
Chodavaram,26.91,88,clear sky
Bishnupur,21.4,75,overcast clouds
Kupwāra,-3.16,46,clear sky
Bellampalli,27.6,53,broken clouds
Tiruttangal,27.64,73,scattered clouds
Talen,23.95,22,clear sky
Sonāmukhi,20.67,79,overcast clouds
Sidlaghatta,23.05,71,clear sky
Raebareli,22.53,18,clear sky
Naraini,24.15,18,clear sky
Napāsar,21.48,19,clear sky
Memāri,20.99,77,overcast clouds
Mariāni,23.11,49,overcast clouds
Māler Kotla,16.91,24,clear sky
Lakhipur,21.03,72,overcast clouds
Khānāpur,23.28,35,few clouds
Hindoria,24.22,20,clear sky
Etāwah,22.16,15,clear sky
Bānsgāon,20.99,44,clear sky
Badarīnāth,-9.78,66,overcast clouds
Ambur,23.64,80,clear sky
Jhulasan,23.63,26,clear sky
Vyāra,24.32,44,clear sky
Una,17.29,27,clear sky
Ugu,21.85,17,clear sky
Tenāli,24.38,82,clear sky
Tāndūr,28.67,41,overcast clouds
Suntikoppa,20.02,91,clear sky
Shāhpur,26.42,20,clear sky
Santokhgarh,17.75,25,clear sky
Rāmāpuram,23.72,87,clear sky
